placeId,address,category,phone,googleUrl,bizWebsite,storeName,ratingText,stars,numberOfReviews
place,"Jl. Pahlawan Revolusi No.10A - B 2, RT.2/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri KCP Jakarta Pondok Bambu  4,3(122)Bank",(021) 8612067,https://www.google.com/maps/place/Bank+Mandiri+KCP+Jakarta+Pondok+Bambu/data=!4m7!3m6!1s0x2e69f345491142f3:0x4fd267de6d1bc1fd!8m2!3d-6.2398382!4d106.9003794!16s%2Fg%2F1ptw3dgyw!19sChIJ80IRSUXzaS4R_cEbbd5n0k8?authuser=0&hl=id&rclk=1,,Bank Mandiri KCP Jakarta Pondok Bambu,4.3(122),,
place,"Gedung Walikota Jakarta Utara, Jl. Yos Sudarso No. 27-29, Kel. Kebon Bawang, Kec. Tanjung Priok, RT.19/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank DKI Kantor Kas Syariah Walikota Jakarta Utara  3,9(58)Bank",(021) 43930363,https://www.google.com/maps/place/Bank+DKI+Kantor+Kas+Syariah+Walikota+Jakarta+Utara/data=!4m7!3m6!1s0x2e6a1fe918ea835f:0x63f457c47b791b22!8m2!3d-6.1202571!4d106.8930354!16s%2Fg%2F1hfc5l6d0!19sChIJX4PqGOkfai4RIht5e8RX9GM?authuser=0&hl=id&rclk=1,,Bank DKI Kantor Kas Syariah Walikota Jakarta Utara,3.9(58),,
place,"Blok LC6, Jl. Boulevard Bar. No.55, RT.13/RW.7Tutup ⋅ Buka Sen pukul 08.00","J Trust Bank  2,7(3)Bank",(021) 4528228,https://www.google.com/maps/place/J+Trust+Bank/data=!4m7!3m6!1s0x2e69f53761db89a5:0xd61c1383958ab58a!8m2!3d-6.1571058!4d106.9005024!16s%2Fg%2F11gf8zmhyw!19sChIJpYnbYTf1aS4RirWKlYMTHNY?authuser=0&hl=id&rclk=1,,J Trust Bank,2.7(3),,
place,"CS Mandiri._O811_331316, Jl. Kramat Raya No.59, RT.8/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri - Jakarta Pertamina UPMS III  4,8(22)Bank",(021) 3100242,https://www.google.com/maps/place/Bank+Mandiri+-+Jakarta+Pertamina+UPMS+III/data=!4m7!3m6!1s0x2e69f44626a9bcc9:0xbe2354d356fabcaf!8m2!3d-6.1867524!4d106.8455067!16s%2Fg%2F1tg9829k!19sChIJybypJkb0aS4Rr7z6VtNUI74?authuser=0&hl=id&rclk=1,,Bank Mandiri - Jakarta Pertamina UPMS III,4.8(22),,
place,"Jl. Jenderal Ahmad Yani No.2, RT.12/RW.7Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Ahmad Yani  4,2(27)Bank",(021) 4211167,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Ahmad+Yani/data=!4m7!3m6!1s0x2e69f50363b30073:0x36eec2c3d7c2c504!8m2!3d-6.1736611!4d106.8760389!16s%2Fg%2F1ptw2rqz1!19sChIJcwCzYwP1aS4RBMXC18PC7jY?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Ahmad Yani,4.2(27),,
place,"Jl. KH. Hasyim Ashari No.11 DEF, RT.6/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank Mega - KCP Jakarta Hasyim Ashari  4,8(4)Bank",(021) 6329327,https://www.google.com/maps/place/Bank+Mega+-+KCP+Jakarta+Hasyim+Ashari/data=!4m7!3m6!1s0x2e69f670029c9319:0xa17d2e656999a31a!8m2!3d-6.1652655!4d106.8173877!16s%2Fg%2F1tgmmtn3!19sChIJGZOcAnD2aS4RGqOZaWUufaE?authuser=0&hl=id&rclk=1,,Bank Mega - KCP Jakarta Hasyim Ashari,4.8(4),,
place,"Gedung Askrida Tower Lt. 1, Jalan Pramuka Raya Kav. 151, RT.9/RW.5Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta Pramuka  4,5(74)Bank",(021) 8199377,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Pramuka/data=!4m7!3m6!1s0x2e69f4217457e86b:0x9eaa0f2f73831152!8m2!3d-6.1926571!4d106.8666821!16s%2Fg%2F1tnl3ps9!19sChIJa-hXdCH0aS4RUhGDcy8Pqp4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Pramuka,4.5(74),,
place,"Jl. Jenderal Sudirman No.Kav. 26, RT.15/RW.010Tutup ⋅ Buka Sen pukul 07.30","BANK BRI KC Jakarta Sudirman 1  3,7(20)Bank",(021) 25196060,https://www.google.com/maps/place/BANK+BRI+KC+Jakarta+Sudirman+1/data=!4m7!3m6!1s0x2e69f6aada62c6ed:0xb570e38780488824!8m2!3d-6.212648!4d106.8201949!16s%2Fg%2F11gdzp_x9c!19sChIJ7cZi2qr2aS4RJIhIgIfjcLU?authuser=0&hl=id&rclk=1,,BANK BRI KC Jakarta Sudirman 1,3.7(20),,
place,"Niaga Roxy Mas, Jl. KH. Hasyim Ashari Blok B1 No.1-2Tutup ⋅ Buka Sen pukul 08.00","Bank BRI Cabang Jakarta Roxy  3,7(53)Bank",(021) 63855121,https://www.google.com/maps/place/Bank+BRI+Cabang+Jakarta+Roxy/data=!4m7!3m6!1s0x2e69f66ff32b696b:0xf704eed337b7692f!8m2!3d-6.166374!4d106.8046414!16s%2Fg%2F1thnd_z7!19sChIJa2kr82_2aS4RL2m3N9PuBPc?authuser=0&hl=id&rclk=1,,Bank BRI Cabang Jakarta Roxy,3.7(53),,
place,"Jl. Sunter Permai Raya No.1 4, RT.2/RW.6Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Cabang Jakarta Sunter Permai  4,2(95)Bank",(021) 6408766,https://www.google.com/maps/place/Bank+Mandiri+Cabang+Jakarta+Sunter+Permai/data=!4m7!3m6!1s0x2e6a1e2b93822809:0xb8fe4c5ab649526f!8m2!3d-6.1302045!4d106.8611291!16s%2Fg%2F1hm4w0yn_!19sChIJCSiCkyseai4Rb1JJtlpM_rg?authuser=0&hl=id&rclk=1,,Bank Mandiri Cabang Jakarta Sunter Permai,4.2(95),,
place,"Gedung Bursa Efek Jakarta (BEJ), Tower 1 3rd Floor, Suite 303, Jl. Jendral Sudirman Kav. 52-53 Jakarta 12190, RT.5/RW.3Tutup ⋅ Buka Sen pukul 08.00","Bank OCBC JAKARTA - BEJ  4,9(27)Bank",(021) 5153782,https://www.google.com/maps/place/Bank+OCBC+JAKARTA+-+BEJ/data=!4m7!3m6!1s0x2e69f15184f7db63:0x190963946a002230!8m2!3d-6.223323!4d106.809157!16s%2Fg%2F1q62cyf59!19sChIJY9v3hFHxaS4RMCIAapRjCRk?authuser=0&hl=id&rclk=1,,Bank OCBC JAKARTA - BEJ,4.9(27),,
place,"Jl. Kyai Maja No.43 4, RT.4/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta R.S. Pusat Pertamina  5,0(11)Bank",(021) 2700347,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+R.S.+Pusat+Pertamina/data=!4m7!3m6!1s0x2e69f114348b214f:0xcc28f5eab936c344!8m2!3d-6.240783!4d106.793113!16s%2Fg%2F1tdhhb6q!19sChIJTyGLNBTxaS4RRMM2uer1KMw?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta R.S. Pusat Pertamina,5.0(11),,
place,"Jl. Kebon Kacang Raya No.20 4, RT.4/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank Maluku ATM KC Jakarta  4,0(11)Bank",(0911) 354214,https://www.google.com/maps/place/Bank+Maluku+ATM+KC+Jakarta/data=!4m7!3m6!1s0x2e69f4209ce7693d:0xbbc16cc09c4c4f1a!8m2!3d-6.1937851!4d106.8180083!16s%2Fg%2F1jkx_tbm0!19sChIJPWnnnCD0aS4RGk9MnMBswbs?authuser=0&hl=id&rclk=1,,Bank Maluku ATM KC Jakarta,4.0(11),,
place,"Kawasan Season City, Jl. Prof.Dr. Latumetten No. 33, Jembatan Besi, Tambora, RT.1/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Latumeten  4,5(23)Bank atau ATM",(021) 29071004,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Latumeten/data=!4m7!3m6!1s0x2e69f615c2cf5cc7:0xfe10a1ab911436fc!8m2!3d-6.1528909!4d106.7960661!16s%2Fg%2F1ptx5r39l!19sChIJx1zPwhX2aS4R_DYUkauhEP4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Latumeten,4.5(23),,
place,"Jl. M.H. Thamrin No.11, RT.8/RW.4Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Sarinah  3,0(12)Bank",(021) 2300644,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Sarinah/data=!4m7!3m6!1s0x2e69f42601b4a2e1:0xa5f83b4ee8461ab4!8m2!3d-6.1873337!4d106.8236011!16s%2Fg%2F1tdv393l!19sChIJ4aK0ASb0aS4RtBpG6E47-KU?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Sarinah,3.0(12),,
place,"Jl. Salemba Tengah No.4B 1, RT.1/RW.3Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta Salemba Raya  4,3(49)Bank",(021) 3907605,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Salemba+Raya/data=!4m7!3m6!1s0x2e69f44257e0ac3d:0x4e2e7bcc13c3e772!8m2!3d-6.193693!4d106.8507149!16s%2Fg%2F1td07c1t!19sChIJPazgV0L0aS4RcufDE8x7Lk4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Salemba Raya,4.3(49),,
place,"Jl. Kramat Raya No.23 C, RT.3/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Syariah Indonesia KCP Jakarta Kramat Raya  4,3(48)Bank",(021) 3900349,https://www.google.com/maps/place/Bank+Syariah+Indonesia+KCP+Jakarta+Kramat+Raya/data=!4m7!3m6!1s0x2e69f4499c230d05:0x107dc825e7195777!8m2!3d-6.1819259!4d106.8430778!16s%2Fg%2F1ts6ddfs!19sChIJBQ0jnEn0aS4Rd1cZ5yXIfRA?authuser=0&hl=id&rclk=1,,Bank Syariah Indonesia KCP Jakarta Kramat Raya,4.3(48),,
place,"Jl. Prapanca Raya No.9, RT.5/RW.4Tutup ⋅ Buka Sen pukul 08.00","Bank DKI Syariah  2,3(3)Bank",(021) 72788118,https://www.google.com/maps/place/Bank+DKI+Syariah/data=!4m7!3m6!1s0x2e69f1672a35836f:0x2f1e2de75dfd5ca!8m2!3d-6.24052!4d106.8116657!16s%2Fg%2F1tdmxy99!19sChIJb4M1KmfxaS4RytXfdd7i8QI?authuser=0&hl=id&rclk=1,,Bank DKI Syariah,2.3(3),,
place,"Jl. Garuda No.26, RT.1/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Jalan Garuda  4,2(38)Bank",(021) 42804266,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Jalan+Garuda/data=!4m7!3m6!1s0x2e69f5b8f34a0a31:0x994eb174ba685950!8m2!3d-6.1624696!4d106.8428638!16s%2Fg%2F1q5bn3l6f!19sChIJMQpK87j1aS4RUFlounSxTpk?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Jalan Garuda,4.2(38),,
